sentence,condition
친구가 아버지를 찾으셨다,PLAIN.SUBJ+HON.V
친구가 아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
아버지가 친구를 부르셨다,HON.SUBJ+HON.V
아버지가 친구를 불렀다,HON.SUBJ+PLAIN.V
친구가 아버지를 부르셨다,PLAIN.SUBJ+HON.V
친구가 아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
아버지가 친구를 기다리셨다,HON.SUBJ+HON.V
아버지가 친구를 기다렸다,HON.SUBJ+PLAIN.V
친구가 아버지를 기다리셨다,PLAIN.SUBJ+HON.V
친구가 아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
아버지가 친구를 만나셨다,HON.SUBJ+HON.V
아버지가 친구를 만났다,HON.SUBJ+PLAIN.V
친구가 아버지를 만나셨다,PLAIN.SUBJ+HON.V
친구가 아버지를 만났다,PLAIN.SUBJ+PLAIN.V
아버지가 친구를 칭찬하셨다,HON.SUBJ+HON.V
아버지가 친구를 칭찬했다,HON.SUBJ+PLAIN.V
친구가 아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
친구가 아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
아버지가 친구를 도우셨다,HON.SUBJ+HON.V
아버지가 친구를 도왔다,HON.SUBJ+PLAIN.V
친구가 아버지를 도우셨다,PLAIN.SUBJ+HON.V
친구가 아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
아버지가 동생을 찾으셨다,HON.SUBJ+HON.V
아버지가 동생을 찾았다,HON.SUBJ+PLAIN.V
동생이 아버지를 찾으셨다,PLAIN.SUBJ+HON.V
동생이 아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
아버지가 동생을 부르셨다,HON.SUBJ+HON.V
아버지가 동생을 불렀다,HON.SUBJ+PLAIN.V
동생이 아버지를 부르셨다,PLAIN.SUBJ+HON.V
동생이 아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
아버지가 동생을 기다리셨다,HON.SUBJ+HON.V
아버지가 동생을 기다렸다,HON.SUBJ+PLAIN.V
동생이 아버지를 기다리셨다,PLAIN.SUBJ+HON.V
동생이 아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
아버지가 동생을 만나셨다,HON.SUBJ+HON.V
아버지가 동생을 만났다,HON.SUBJ+PLAIN.V
동생이 아버지를 만나셨다,PLAIN.SUBJ+HON.V
동생이 아버지를 만났다,PLAIN.SUBJ+PLAIN.V
아버지가 동생을 칭찬하셨다,HON.SUBJ+HON.V
아버지가 동생을 칭찬했다,HON.SUBJ+PLAIN.V
동생이 아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
동생이 아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
아버지가 동생을 도우셨다,HON.SUBJ+HON.V
아버지가 동생을 도왔다,HON.SUBJ+PLAIN.V
동생이 아버지를 도우셨다,PLAIN.SUBJ+HON.V
동생이 아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
아버지가 남동생을 찾으셨다,HON.SUBJ+HON.V
아버지가 남동생을 찾았다,HON.SUBJ+PLAIN.V
남동생이 아버지를 찾으셨다,PLAIN.SUBJ+HON.V
남동생이 아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
아버지가 남동생을 부르셨다,HON.SUBJ+HON.V
아버지가 남동생을 불렀다,HON.SUBJ+PLAIN.V
남동생이 아버지를 부르셨다,PLAIN.SUBJ+HON.V
남동생이 아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
아버지가 남동생을 기다리셨다,HON.SUBJ+HON.V
아버지가 남동생을 기다렸다,HON.SUBJ+PLAIN.V
남동생이 아버지를 기다리셨다,PLAIN.SUBJ+HON.V
남동생이 아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
아버지가 남동생을 만나셨다,HON.SUBJ+HON.V
아버지가 남동생을 만났다,HON.SUBJ+PLAIN.V
남동생이 아버지를 만나셨다,PLAIN.SUBJ+HON.V
남동생이 아버지를 만났다,PLAIN.SUBJ+PLAIN.V
아버지가 남동생을 칭찬하셨다,HON.SUBJ+HON.V
아버지가 남동생을 칭찬했다,HON.SUBJ+PLAIN.V
남동생이 아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
남동생이 아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
아버지가 남동생을 도우셨다,HON.SUBJ+HON.V
아버지가 남동생을 도왔다,HON.SUBJ+PLAIN.V
남동생이 아버지를 도우셨다,PLAIN.SUBJ+HON.V
남동생이 아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
아버지가 여동생을 찾으셨다,HON.SUBJ+HON.V
아버지가 여동생을 찾았다,HON.SUBJ+PLAIN.V
여동생이 아버지를 찾으셨다,PLAIN.SUBJ+HON.V
여동생이 아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
아버지가 여동생을 부르셨다,HON.SUBJ+HON.V
아버지가 여동생을 불렀다,HON.SUBJ+PLAIN.V
여동생이 아버지를 부르셨다,PLAIN.SUBJ+HON.V
여동생이 아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
아버지가 여동생을 기다리셨다,HON.SUBJ+HON.V
아버지가 여동생을 기다렸다,HON.SUBJ+PLAIN.V
여동생이 아버지를 기다리셨다,PLAIN.SUBJ+HON.V
여동생이 아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
아버지가 여동생을 만나셨다,HON.SUBJ+HON.V
아버지가 여동생을 만났다,HON.SUBJ+PLAIN.V
여동생이 아버지를 만나셨다,PLAIN.SUBJ+HON.V
여동생이 아버지를 만났다,PLAIN.SUBJ+PLAIN.V
아버지가 여동생을 칭찬하셨다,HON.SUBJ+HON.V
아버지가 여동생을 칭찬했다,HON.SUBJ+PLAIN.V
여동생이 아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
여동생이 아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
아버지가 여동생을 도우셨다,HON.SUBJ+HON.V
아버지가 여동생을 도왔다,HON.SUBJ+PLAIN.V
여동생이 아버지를 도우셨다,PLAIN.SUBJ+HON.V
여동생이 아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 학생을 찾으셨다,HON.SUBJ+HON.V
어머니가 학생을 찾았다,HON.SUBJ+PLAIN.V
학생이 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
학생이 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 학생을 부르셨다,HON.SUBJ+HON.V
어머니가 학생을 불렀다,HON.SUBJ+PLAIN.V
학생이 어머니를 부르셨다,PLAIN.SUBJ+HON.V
학생이 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 학생을 기다리셨다,HON.SUBJ+HON.V
어머니가 학생을 기다렸다,HON.SUBJ+PLAIN.V
학생이 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
학생이 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 학생을 만나셨다,HON.SUBJ+HON.V
어머니가 학생을 만났다,HON.SUBJ+PLAIN.V
학생이 어머니를 만나셨다,PLAIN.SUBJ+HON.V
학생이 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 학생을 칭찬하셨다,HON.SUBJ+HON.V
어머니가 학생을 칭찬했다,HON.SUBJ+PLAIN.V
학생이 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
학생이 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 학생을 도우셨다,HON.SUBJ+HON.V
어머니가 학생을 도왔다,HON.SUBJ+PLAIN.V
학생이 어머니를 도우셨다,PLAIN.SUBJ+HON.V
학생이 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 제자를 찾으셨다,HON.SUBJ+HON.V
어머니가 제자를 찾았다,HON.SUBJ+PLAIN.V
제자가 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
제자가 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 제자를 부르셨다,HON.SUBJ+HON.V
어머니가 제자를 불렀다,HON.SUBJ+PLAIN.V
제자가 어머니를 부르셨다,PLAIN.SUBJ+HON.V
제자가 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 제자를 기다리셨다,HON.SUBJ+HON.V
어머니가 제자를 기다렸다,HON.SUBJ+PLAIN.V
제자가 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
제자가 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 제자를 만나셨다,HON.SUBJ+HON.V
어머니가 제자를 만났다,HON.SUBJ+PLAIN.V
제자가 어머니를 만나셨다,PLAIN.SUBJ+HON.V
제자가 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 제자를 칭찬하셨다,HON.SUBJ+HON.V
어머니가 제자를 칭찬했다,HON.SUBJ+PLAIN.V
제자가 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
제자가 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 제자를 도우셨다,HON.SUBJ+HON.V
어머니가 제자를 도왔다,HON.SUBJ+PLAIN.V
제자가 어머니를 도우셨다,PLAIN.SUBJ+HON.V
제자가 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 후배를 찾으셨다,HON.SUBJ+HON.V
어머니가 후배를 찾았다,HON.SUBJ+PLAIN.V
후배가 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
후배가 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 후배를 부르셨다,HON.SUBJ+HON.V
어머니가 후배를 불렀다,HON.SUBJ+PLAIN.V
후배가 어머니를 부르셨다,PLAIN.SUBJ+HON.V
후배가 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 후배를 기다리셨다,HON.SUBJ+HON.V
어머니가 후배를 기다렸다,HON.SUBJ+PLAIN.V
후배가 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
후배가 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 후배를 만나셨다,HON.SUBJ+HON.V
어머니가 후배를 만났다,HON.SUBJ+PLAIN.V
후배가 어머니를 만나셨다,PLAIN.SUBJ+HON.V
후배가 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 후배를 칭찬하셨다,HON.SUBJ+HON.V
어머니가 후배를 칭찬했다,HON.SUBJ+PLAIN.V
후배가 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
후배가 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 후배를 도우셨다,HON.SUBJ+HON.V
어머니가 후배를 도왔다,HON.SUBJ+PLAIN.V
후배가 어머니를 도우셨다,PLAIN.SUBJ+HON.V
후배가 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 아이를 찾으셨다,HON.SUBJ+HON.V
어머니가 아이를 찾았다,HON.SUBJ+PLAIN.V
아이가 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
아이가 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 아이를 부르셨다,HON.SUBJ+HON.V
어머니가 아이를 불렀다,HON.SUBJ+PLAIN.V
아이가 어머니를 부르셨다,PLAIN.SUBJ+HON.V
아이가 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 아이를 기다리셨다,HON.SUBJ+HON.V
어머니가 아이를 기다렸다,HON.SUBJ+PLAIN.V
아이가 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
아이가 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 아이를 만나셨다,HON.SUBJ+HON.V
어머니가 아이를 만났다,HON.SUBJ+PLAIN.V
아이가 어머니를 만나셨다,PLAIN.SUBJ+HON.V
아이가 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 아이를 칭찬하셨다,HON.SUBJ+HON.V
어머니가 아이를 칭찬했다,HON.SUBJ+PLAIN.V
아이가 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
아이가 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 아이를 도우셨다,HON.SUBJ+HON.V
어머니가 아이를 도왔다,HON.SUBJ+PLAIN.V
아이가 어머니를 도우셨다,PLAIN.SUBJ+HON.V
아이가 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 친구를 찾으셨다,HON.SUBJ+HON.V
어머니가 친구를 찾았다,HON.SUBJ+PLAIN.V
친구가 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
친구가 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 친구를 부르셨다,HON.SUBJ+HON.V
어머니가 친구를 불렀다,HON.SUBJ+PLAIN.V
친구가 어머니를 부르셨다,PLAIN.SUBJ+HON.V
친구가 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 친구를 기다리셨다,HON.SUBJ+HON.V
어머니가 친구를 기다렸다,HON.SUBJ+PLAIN.V
친구가 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
친구가 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 친구를 만나셨다,HON.SUBJ+HON.V
어머니가 친구를 만났다,HON.SUBJ+PLAIN.V
친구가 어머니를 만나셨다,PLAIN.SUBJ+HON.V
친구가 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 친구를 칭찬하셨다,HON.SUBJ+HON.V
어머니가 친구를 칭찬했다,HON.SUBJ+PLAIN.V
친구가 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
친구가 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 친구를 도우셨다,HON.SUBJ+HON.V
어머니가 친구를 도왔다,HON.SUBJ+PLAIN.V
친구가 어머니를 도우셨다,PLAIN.SUBJ+HON.V
친구가 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 동생을 찾으셨다,HON.SUBJ+HON.V
어머니가 동생을 찾았다,HON.SUBJ+PLAIN.V
동생이 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
동생이 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 동생을 부르셨다,HON.SUBJ+HON.V
어머니가 동생을 불렀다,HON.SUBJ+PLAIN.V
동생이 어머니를 부르셨다,PLAIN.SUBJ+HON.V
동생이 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 동생을 기다리셨다,HON.SUBJ+HON.V
어머니가 동생을 기다렸다,HON.SUBJ+PLAIN.V
동생이 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
동생이 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 동생을 만나셨다,HON.SUBJ+HON.V
어머니가 동생을 만났다,HON.SUBJ+PLAIN.V
동생이 어머니를 만나셨다,PLAIN.SUBJ+HON.V
동생이 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 동생을 칭찬하셨다,HON.SUBJ+HON.V
어머니가 동생을 칭찬했다,HON.SUBJ+PLAIN.V
동생이 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
동생이 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 동생을 도우셨다,HON.SUBJ+HON.V
어머니가 동생을 도왔다,HON.SUBJ+PLAIN.V
동생이 어머니를 도우셨다,PLAIN.SUBJ+HON.V
동생이 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 남동생을 찾으셨다,HON.SUBJ+HON.V
어머니가 남동생을 찾았다,HON.SUBJ+PLAIN.V
남동생이 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
남동생이 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 남동생을 부르셨다,HON.SUBJ+HON.V
어머니가 남동생을 불렀다,HON.SUBJ+PLAIN.V
남동생이 어머니를 부르셨다,PLAIN.SUBJ+HON.V
남동생이 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 남동생을 기다리셨다,HON.SUBJ+HON.V
어머니가 남동생을 기다렸다,HON.SUBJ+PLAIN.V
남동생이 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
남동생이 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 남동생을 만나셨다,HON.SUBJ+HON.V
어머니가 남동생을 만났다,HON.SUBJ+PLAIN.V
남동생이 어머니를 만나셨다,PLAIN.SUBJ+HON.V
남동생이 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 남동생을 칭찬하셨다,HON.SUBJ+HON.V
어머니가 남동생을 칭찬했다,HON.SUBJ+PLAIN.V
남동생이 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
남동생이 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 남동생을 도우셨다,HON.SUBJ+HON.V
어머니가 남동생을 도왔다,HON.SUBJ+PLAIN.V
남동생이 어머니를 도우셨다,PLAIN.SUBJ+HON.V
남동생이 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
어머니가 여동생을 찾으셨다,HON.SUBJ+HON.V
어머니가 여동생을 찾았다,HON.SUBJ+PLAIN.V
여동생이 어머니를 찾으셨다,PLAIN.SUBJ+HON.V
여동생이 어머니를 찾았다,PLAIN.SUBJ+PLAIN.V
어머니가 여동생을 부르셨다,HON.SUBJ+HON.V
어머니가 여동생을 불렀다,HON.SUBJ+PLAIN.V
여동생이 어머니를 부르셨다,PLAIN.SUBJ+HON.V
여동생이 어머니를 불렀다,PLAIN.SUBJ+PLAIN.V
어머니가 여동생을 기다리셨다,HON.SUBJ+HON.V
어머니가 여동생을 기다렸다,HON.SUBJ+PLAIN.V
여동생이 어머니를 기다리셨다,PLAIN.SUBJ+HON.V
여동생이 어머니를 기다렸다,PLAIN.SUBJ+PLAIN.V
어머니가 여동생을 만나셨다,HON.SUBJ+HON.V
어머니가 여동생을 만났다,HON.SUBJ+PLAIN.V
여동생이 어머니를 만나셨다,PLAIN.SUBJ+HON.V
여동생이 어머니를 만났다,PLAIN.SUBJ+PLAIN.V
어머니가 여동생을 칭찬하셨다,HON.SUBJ+HON.V
어머니가 여동생을 칭찬했다,HON.SUBJ+PLAIN.V
여동생이 어머니를 칭찬하셨다,PLAIN.SUBJ+HON.V
여동생이 어머니를 칭찬했다,PLAIN.SUBJ+PLAIN.V
어머니가 여동생을 도우셨다,HON.SUBJ+HON.V
어머니가 여동생을 도왔다,HON.SUBJ+PLAIN.V
여동생이 어머니를 도우셨다,PLAIN.SUBJ+HON.V
여동생이 어머니를 도왔다,PLAIN.SUBJ+PLAIN.V
할아버지가 학생을 찾으셨다,HON.SUBJ+HON.V
할아버지가 학생을 찾았다,HON.SUBJ+PLAIN.V
학생이 할아버지를 찾으셨다,PLAIN.SUBJ+HON.V
학생이 할아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
할아버지가 학생을 부르셨다,HON.SUBJ+HON.V
할아버지가 학생을 불렀다,HON.SUBJ+PLAIN.V
학생이 할아버지를 부르셨다,PLAIN.SUBJ+HON.V
학생이 할아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
할아버지가 학생을 기다리셨다,HON.SUBJ+HON.V
할아버지가 학생을 기다렸다,HON.SUBJ+PLAIN.V
학생이 할아버지를 기다리셨다,PLAIN.SUBJ+HON.V
학생이 할아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
할아버지가 학생을 만나셨다,HON.SUBJ+HON.V
할아버지가 학생을 만났다,HON.SUBJ+PLAIN.V
학생이 할아버지를 만나셨다,PLAIN.SUBJ+HON.V
학생이 할아버지를 만났다,PLAIN.SUBJ+PLAIN.V
할아버지가 학생을 칭찬하셨다,HON.SUBJ+HON.V
할아버지가 학생을 칭찬했다,HON.SUBJ+PLAIN.V
학생이 할아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
학생이 할아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
할아버지가 학생을 도우셨다,HON.SUBJ+HON.V
할아버지가 학생을 도왔다,HON.SUBJ+PLAIN.V
학생이 할아버지를 도우셨다,PLAIN.SUBJ+HON.V
학생이 할아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
할아버지가 제자를 찾으셨다,HON.SUBJ+HON.V
할아버지가 제자를 찾았다,HON.SUBJ+PLAIN.V
제자가 할아버지를 찾으셨다,PLAIN.SUBJ+HON.V
제자가 할아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
할아버지가 제자를 부르셨다,HON.SUBJ+HON.V
할아버지가 제자를 불렀다,HON.SUBJ+PLAIN.V
제자가 할아버지를 부르셨다,PLAIN.SUBJ+HON.V
제자가 할아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
할아버지가 제자를 기다리셨다,HON.SUBJ+HON.V
할아버지가 제자를 기다렸다,HON.SUBJ+PLAIN.V
제자가 할아버지를 기다리셨다,PLAIN.SUBJ+HON.V
제자가 할아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
할아버지가 제자를 만나셨다,HON.SUBJ+HON.V
할아버지가 제자를 만났다,HON.SUBJ+PLAIN.V
제자가 할아버지를 만나셨다,PLAIN.SUBJ+HON.V
제자가 할아버지를 만났다,PLAIN.SUBJ+PLAIN.V
할아버지가 제자를 칭찬하셨다,HON.SUBJ+HON.V
할아버지가 제자를 칭찬했다,HON.SUBJ+PLAIN.V
제자가 할아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
제자가 할아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
할아버지가 제자를 도우셨다,HON.SUBJ+HON.V
할아버지가 제자를 도왔다,HON.SUBJ+PLAIN.V
제자가 할아버지를 도우셨다,PLAIN.SUBJ+HON.V
제자가 할아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
할아버지가 후배를 찾으셨다,HON.SUBJ+HON.V
할아버지가 후배를 찾았다,HON.SUBJ+PLAIN.V
후배가 할아버지를 찾으셨다,PLAIN.SUBJ+HON.V
후배가 할아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
할아버지가 후배를 부르셨다,HON.SUBJ+HON.V
할아버지가 후배를 불렀다,HON.SUBJ+PLAIN.V
후배가 할아버지를 부르셨다,PLAIN.SUBJ+HON.V
후배가 할아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
할아버지가 후배를 기다리셨다,HON.SUBJ+HON.V
할아버지가 후배를 기다렸다,HON.SUBJ+PLAIN.V
후배가 할아버지를 기다리셨다,PLAIN.SUBJ+HON.V
후배가 할아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
할아버지가 후배를 만나셨다,HON.SUBJ+HON.V
할아버지가 후배를 만났다,HON.SUBJ+PLAIN.V
후배가 할아버지를 만나셨다,PLAIN.SUBJ+HON.V
후배가 할아버지를 만났다,PLAIN.SUBJ+PLAIN.V
할아버지가 후배를 칭찬하셨다,HON.SUBJ+HON.V
할아버지가 후배를 칭찬했다,HON.SUBJ+PLAIN.V
후배가 할아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
후배가 할아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
할아버지가 후배를 도우셨다,HON.SUBJ+HON.V
할아버지가 후배를 도왔다,HON.SUBJ+PLAIN.V
후배가 할아버지를 도우셨다,PLAIN.SUBJ+HON.V
후배가 할아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
할아버지가 아이를 찾으셨다,HON.SUBJ+HON.V
할아버지가 아이를 찾았다,HON.SUBJ+PLAIN.V
아이가 할아버지를 찾으셨다,PLAIN.SUBJ+HON.V
아이가 할아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
할아버지가 아이를 부르셨다,HON.SUBJ+HON.V
할아버지가 아이를 불렀다,HON.SUBJ+PLAIN.V
아이가 할아버지를 부르셨다,PLAIN.SUBJ+HON.V
아이가 할아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
할아버지가 아이를 기다리셨다,HON.SUBJ+HON.V
할아버지가 아이를 기다렸다,HON.SUBJ+PLAIN.V
아이가 할아버지를 기다리셨다,PLAIN.SUBJ+HON.V
아이가 할아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
할아버지가 아이를 만나셨다,HON.SUBJ+HON.V
할아버지가 아이를 만났다,HON.SUBJ+PLAIN.V
아이가 할아버지를 만나셨다,PLAIN.SUBJ+HON.V
아이가 할아버지를 만났다,PLAIN.SUBJ+PLAIN.V
할아버지가 아이를 칭찬하셨다,HON.SUBJ+HON.V
할아버지가 아이를 칭찬했다,HON.SUBJ+PLAIN.V
아이가 할아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
아이가 할아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
할아버지가 아이를 도우셨다,HON.SUBJ+HON.V
할아버지가 아이를 도왔다,HON.SUBJ+PLAIN.V
아이가 할아버지를 도우셨다,PLAIN.SUBJ+HON.V
아이가 할아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
할아버지가 친구를 찾으셨다,HON.SUBJ+HON.V
할아버지가 친구를 찾았다,HON.SUBJ+PLAIN.V
친구가 할아버지를 찾으셨다,PLAIN.SUBJ+HON.V
친구가 할아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
할아버지가 친구를 부르셨다,HON.SUBJ+HON.V
할아버지가 친구를 불렀다,HON.SUBJ+PLAIN.V
친구가 할아버지를 부르셨다,PLAIN.SUBJ+HON.V
친구가 할아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
할아버지가 친구를 기다리셨다,HON.SUBJ+HON.V
할아버지가 친구를 기다렸다,HON.SUBJ+PLAIN.V
친구가 할아버지를 기다리셨다,PLAIN.SUBJ+HON.V
친구가 할아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
할아버지가 친구를 만나셨다,HON.SUBJ+HON.V
할아버지가 친구를 만났다,HON.SUBJ+PLAIN.V
친구가 할아버지를 만나셨다,PLAIN.SUBJ+HON.V
친구가 할아버지를 만났다,PLAIN.SUBJ+PLAIN.V
할아버지가 친구를 칭찬하셨다,HON.SUBJ+HON.V
할아버지가 친구를 칭찬했다,HON.SUBJ+PLAIN.V
친구가 할아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
친구가 할아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
할아버지가 친구를 도우셨다,HON.SUBJ+HON.V
할아버지가 친구를 도왔다,HON.SUBJ+PLAIN.V
친구가 할아버지를 도우셨다,PLAIN.SUBJ+HON.V
친구가 할아버지를 도왔다,PLAIN.SUBJ+PLAIN.V
할아버지가 동생을 찾으셨다,HON.SUBJ+HON.V
할아버지가 동생을 찾았다,HON.SUBJ+PLAIN.V
동생이 할아버지를 찾으셨다,PLAIN.SUBJ+HON.V
동생이 할아버지를 찾았다,PLAIN.SUBJ+PLAIN.V
할아버지가 동생을 부르셨다,HON.SUBJ+HON.V
할아버지가 동생을 불렀다,HON.SUBJ+PLAIN.V
동생이 할아버지를 부르셨다,PLAIN.SUBJ+HON.V
동생이 할아버지를 불렀다,PLAIN.SUBJ+PLAIN.V
할아버지가 동생을 기다리셨다,HON.SUBJ+HON.V
할아버지가 동생을 기다렸다,HON.SUBJ+PLAIN.V
동생이 할아버지를 기다리셨다,PLAIN.SUBJ+HON.V
동생이 할아버지를 기다렸다,PLAIN.SUBJ+PLAIN.V
할아버지가 동생을 만나셨다,HON.SUBJ+HON.V
할아버지가 동생을 만났다,HON.SUBJ+PLAIN.V
동생이 할아버지를 만나셨다,PLAIN.SUBJ+HON.V
동생이 할아버지를 만났다,PLAIN.SUBJ+PLAIN.V
할아버지가 동생을 칭찬하셨다,HON.SUBJ+HON.V
할아버지가 동생을 칭찬했다,HON.SUBJ+PLAIN.V
동생이 할아버지를 칭찬하셨다,PLAIN.SUBJ+HON.V
동생이 할아버지를 칭찬했다,PLAIN.SUBJ+PLAIN.V
할아버지가 동생을 도우셨다,HON.SUBJ+HON.V
할아버지가 동생을 도왔다,HON.SUBJ+PLAIN.V
